XML_PATH_DEPTH1,XML_PATH_DEPTH2,XML_PATH_DEPTH3,XML_PATH_DEPTH4,XML_PATH_DEPTH5,XML_PATH_DEPTH6,XML_PATH_DEPTH7,XML_PATH_DEPTH8,XML_PATH_DEPTH9,XML_PATH_DEPTH10,XML_PATH_DEPTH11,XML_PATH_DEPTH12,XML_PATH_DEPTH13,XML_PATH_DEPTH14,XML_PATH_DEPTH15,PARENT_OBJECT_DEPTH1,PARENT_OBJECT_DEPTH2,PARENT_OBJECT_DEPTH3,PARENT_OBJECT_DEPTH4,PARENT_OBJECT_DEPTH5,PARENT_OBJECT_DEPTH6,PARENT_OBJECT_DEPTH7,PARENT_OBJECT_DEPTH8,PARENT_OBJECT_DEPTH9,PARENT_OBJECT_DEPTH10,WIDGET_NAME,CONTROLLER_NAME,EVENT_NAME,JS_PATH_DEPTH1,JS_PATH_DEPTH2,JS_PATH_DEPTH3,JS_PATH_DEPTH4,JS_PATH_DEPTH5,JS_PATH_DEPTH6,JS_PATH_DEPTH7,JS_PATH_DEPTH8,JS_PATH_DEPTH9,JS_PATH_DEPTH10,JS_PATH_DEPTH11,JS_PATH_DEPTH12,JS_PATH_DEPTH13,JS_PATH_DEPTH14,APPLICATION_NAME,SERVICEGROUP_NAME,SO_NAME,META,DEPTH 0,DEPTH 1,DEPTH 2,DEPTH 3,DEPTH 4,DEPTH 5,BO_NAME,METHOD_NAME,DOF_NAME,QUERY_NAME,QUERY,SCHEMA,TABLE,COLUMN,TOP_MATCHING,TOP_PO_MATCHING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,insertConAccByCode,ConAccDOF,INSERT,"INSERT INTO FS.CONACC ( CONACC_CODE, CONACC_FONT_SIZE, ACCOUNT_CODE1, ACCOUNT_CODE2, ACCOUNT_CODE3, ACCOUNT_CODE4, ACCOUNT_CODE5, ACCOUNT_CODE6, LANGUAGE_CODE, COMPANY_CODE ) VALUES ( (SELECT MAX(CONACC_CODE) + 1 FROM FS.CONACC), :CONACC_FONT_SIZE, :ACCOUNT_CODE1, :ACCOUNT_CODE2, :ACCOUNT_CODE3, :ACCOUNT_CODE4, :ACCOUNT_CODE5, :ACCOUNT_CODE6, :LANGUAGE_CODE, :COMPANY_CODE );",FS,CONACC,ACCOUNT_CODE3,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,insertConAccByCode,ConAccDOF,INSERT,"INSERT INTO FS.CONACC ( CONACC_CODE, CONACC_FONT_SIZE, ACCOUNT_CODE1, ACCOUNT_CODE2, ACCOUNT_CODE3, ACCOUNT_CODE4, ACCOUNT_CODE5, ACCOUNT_CODE6, LANGUAGE_CODE, COMPANY_CODE ) VALUES ( (SELECT MAX(CONACC_CODE) + 1 FROM FS.CONACC), :CONACC_FONT_SIZE, :ACCOUNT_CODE1, :ACCOUNT_CODE2, :ACCOUNT_CODE3, :ACCOUNT_CODE4, :ACCOUNT_CODE5, :ACCOUNT_CODE6, :LANGUAGE_CODE, :COMPANY_CODE );",FS,CONACC,ACCOUNT_CODE4,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,insertConAccByCode,ConAccDOF,INSERT,"INSERT INTO FS.CONACC ( CONACC_CODE, CONACC_FONT_SIZE, ACCOUNT_CODE1, ACCOUNT_CODE2, ACCOUNT_CODE3, ACCOUNT_CODE4, ACCOUNT_CODE5, ACCOUNT_CODE6, LANGUAGE_CODE, COMPANY_CODE ) VALUES ( (SELECT MAX(CONACC_CODE) + 1 FROM FS.CONACC), :CONACC_FONT_SIZE, :ACCOUNT_CODE1, :ACCOUNT_CODE2, :ACCOUNT_CODE3, :ACCOUNT_CODE4, :ACCOUNT_CODE5, :ACCOUNT_CODE6, :LANGUAGE_CODE, :COMPANY_CODE );",FS,CONACC,ACCOUNT_CODE5,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,insertConAccByCode,ConAccDOF,INSERT,"INSERT INTO FS.CONACC ( CONACC_CODE, CONACC_FONT_SIZE, ACCOUNT_CODE1, ACCOUNT_CODE2, ACCOUNT_CODE3, ACCOUNT_CODE4, ACCOUNT_CODE5, ACCOUNT_CODE6, LANGUAGE_CODE, COMPANY_CODE ) VALUES ( (SELECT MAX(CONACC_CODE) + 1 FROM FS.CONACC), :CONACC_FONT_SIZE, :ACCOUNT_CODE1, :ACCOUNT_CODE2, :ACCOUNT_CODE3, :ACCOUNT_CODE4, :ACCOUNT_CODE5, :ACCOUNT_CODE6, :LANGUAGE_CODE, :COMPANY_CODE );",FS,CONACC,ACCOUNT_CODE6,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,insertConAccByCode,ConAccDOF,INSERT,"INSERT INTO FS.CONACC ( CONACC_CODE, CONACC_FONT_SIZE, ACCOUNT_CODE1, ACCOUNT_CODE2, ACCOUNT_CODE3, ACCOUNT_CODE4, ACCOUNT_CODE5, ACCOUNT_CODE6, LANGUAGE_CODE, COMPANY_CODE ) VALUES ( (SELECT MAX(CONACC_CODE) + 1 FROM FS.CONACC), :CONACC_FONT_SIZE, :ACCOUNT_CODE1, :ACCOUNT_CODE2, :ACCOUNT_CODE3, :ACCOUNT_CODE4, :ACCOUNT_CODE5, :ACCOUNT_CODE6, :LANGUAGE_CODE, :COMPANY_CODE );",FS,CONACC,LANGUAGE_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,insertConAccByCode,ConAccDOF,INSERT,"INSERT INTO FS.CONACC ( CONACC_CODE, CONACC_FONT_SIZE, ACCOUNT_CODE1, ACCOUNT_CODE2, ACCOUNT_CODE3, ACCOUNT_CODE4, ACCOUNT_CODE5, ACCOUNT_CODE6, LANGUAGE_CODE, COMPANY_CODE ) VALUES ( (SELECT MAX(CONACC_CODE) + 1 FROM FS.CONACC), :CONACC_FONT_SIZE, :ACCOUNT_CODE1, :ACCOUNT_CODE2, :ACCOUNT_CODE3, :ACCOUNT_CODE4, :ACCOUNT_CODE5, :ACCOUNT_CODE6, :LANGUAGE_CODE, :COMPANY_CODE );",FS,CONACC,COMPANY_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,CONACC_FONT_SIZE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,ACCOUNT_CODE1,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,ACCOUNT_CODE2,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,ACCOUNT_CODE3,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,ACCOUNT_CODE4,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,ACCOUNT_CODE5,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,ACCOUNT_CODE6,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,LANGUAGE_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,COMPANY_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,UpdateConAccSO,meta,com,tmax,fs,configure,acc,so,ConAccBO,updateConAccByCode,ConAccDOF,UPDATE,"UPDATE FS.CONACC SET CONACC_FONT_SIZE = :CONACC_FONT_SIZE, ACCOUNT_CODE1 = :ACCOUNT_CODE1, ACCOUNT_CODE2 = :ACCOUNT_CODE2, ACCOUNT_CODE3 = :ACCOUNT_CODE3, ACCOUNT_CODE4 = :ACCOUNT_CODE4, ACCOUNT_CODE5 = :ACCOUNT_CODE5, ACCOUNT_CODE6 = :ACCOUNT_CODE6, LANGUAGE_CODE = :LANGUAGE_CODE, COMPANY_CODE = :COMPANY_CODE WHERE CONACC_CODE = :CONACC_CODE;",FS,CONACC,CONACC_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,DeleteConAllSO,meta,com,tmax,fs,configure,all,so,ConAllBO,deleteConAllByCode,ConAllDOF,DELETE,DELETE FROM FS.CONALL WHERE CONALL_CODE = :CONALL_CODE AND (:COMPANY_CODE IS NULL OR COMPANY_CODE = :COMPANY_CODE);,FS,CONALL,CONALL_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAllSO,meta,com,tmax,fs,configure,all,so,ConAllBO,insertConAllByCode,ConAllDOF,INSERT,"INSERT INTO FS.CONALL ( CONALL_CODE, CONALL_VAT_INCLUDED, CONALL_PROJECT_CODE_USED, CONALL_FUNDS_CODE_USED, CONALL_SITE_CODE_USED, CONALL_ITEM_CODE_USED, DISPLAYDIGITS_CODE1, DISPLAYDIGITS_CODE2, DISPLAYDIGITS_CODE3, DISPLAYDIGITS_CODE4, DISPLAYDIGITS_CODE5, DISPLAYDIGITS_CODE6, COMPANY_CODE ) VALUES ( (SELECT MAX(CONALL_CODE) + 1 FROM FS.CONALL), :CONALL_VAT_INCLUDED, :CONALL_PROJECT_CODE_USED, :CONALL_FUNDS_CODE_USED, :CONALL_SITE_CODE_USED, :CONALL_ITEM_CODE_USED, :DISPLAYDIGITS_CODE1, :DISPLAYDIGITS_CODE2, :DISPLAYDIGITS_CODE3, :DISPLAYDIGITS_CODE4, :DISPLAYDIGITS_CODE5, :DISPLAYDIGITS_CODE6, :COMPANY_CODE );",FS,CONALL,CONALL_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAllSO,meta,com,tmax,fs,configure,all,so,ConAllBO,insertConAllByCode,ConAllDOF,INSERT,"INSERT INTO FS.CONALL ( CONALL_CODE, CONALL_VAT_INCLUDED, CONALL_PROJECT_CODE_USED, CONALL_FUNDS_CODE_USED, CONALL_SITE_CODE_USED, CONALL_ITEM_CODE_USED, DISPLAYDIGITS_CODE1, DISPLAYDIGITS_CODE2, DISPLAYDIGITS_CODE3, DISPLAYDIGITS_CODE4, DISPLAYDIGITS_CODE5, DISPLAYDIGITS_CODE6, COMPANY_CODE ) VALUES ( (SELECT MAX(CONALL_CODE) + 1 FROM FS.CONALL), :CONALL_VAT_INCLUDED, :CONALL_PROJECT_CODE_USED, :CONALL_FUNDS_CODE_USED, :CONALL_SITE_CODE_USED, :CONALL_ITEM_CODE_USED, :DISPLAYDIGITS_CODE1, :DISPLAYDIGITS_CODE2, :DISPLAYDIGITS_CODE3, :DISPLAYDIGITS_CODE4, :DISPLAYDIGITS_CODE5, :DISPLAYDIGITS_CODE6, :COMPANY_CODE );",FS,CONALL,CONALL_VAT_INCLUDED,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAllSO,meta,com,tmax,fs,configure,all,so,ConAllBO,insertConAllByCode,ConAllDOF,INSERT,"INSERT INTO FS.CONALL ( CONALL_CODE, CONALL_VAT_INCLUDED, CONALL_PROJECT_CODE_USED, CONALL_FUNDS_CODE_USED, CONALL_SITE_CODE_USED, CONALL_ITEM_CODE_USED, DISPLAYDIGITS_CODE1, DISPLAYDIGITS_CODE2, DISPLAYDIGITS_CODE3, DISPLAYDIGITS_CODE4, DISPLAYDIGITS_CODE5, DISPLAYDIGITS_CODE6, COMPANY_CODE ) VALUES ( (SELECT MAX(CONALL_CODE) + 1 FROM FS.CONALL), :CONALL_VAT_INCLUDED, :CONALL_PROJECT_CODE_USED, :CONALL_FUNDS_CODE_USED, :CONALL_SITE_CODE_USED, :CONALL_ITEM_CODE_USED, :DISPLAYDIGITS_CODE1, :DISPLAYDIGITS_CODE2, :DISPLAYDIGITS_CODE3, :DISPLAYDIGITS_CODE4, :DISPLAYDIGITS_CODE5, :DISPLAYDIGITS_CODE6, :COMPANY_CODE );",FS,CONALL,CONALL_PROJECT_CODE_USED,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,InsertConAllSO,meta,com,tmax,fs,configure,all,so,ConAllBO,insertConAllByCode,ConAllDOF,INSERT,"INSERT INTO FS.CONALL ( CONALL_CODE, CONALL_VAT_INCLUDED, CONALL_PROJECT_CODE_USED, CONALL_FUNDS_CODE_USED, CONALL_SITE_CODE_USED, CONALL_ITEM_CODE_USED, DISPLAYDIGITS_CODE1, DISPLAYDIGITS_CODE2, DISPLAYDIGITS_CODE3, DISPLAYDIGITS_CODE4, DISPLAYDIGITS_CODE5, DISPLAYDIGITS_CODE6, COMPANY_CODE ) VALUES ( (SELECT MAX(CONALL_CODE) + 1 FROM FS.CONALL), :CONALL_VAT_INCLUDED, :CONALL_PROJECT_CODE_USED, :CONALL_FUNDS_CODE_USED, :CONALL_SITE_CODE_USED, :CONALL_ITEM_CODE_USED, :DISPLAYDIGITS_CODE1, :DISPLAYDIGITS_CODE2, :DISPLAYDIGITS_CODE3, :DISPLAYDIGITS_CODE4, :DISPLAYDIGITS_CODE5, :DISPLAYDIGITS_CODE6, :COMPANY_CODE );",FS,CONALL,CONALL_FUNDS_CODE_USED,N,N
