XML_PATH_DEPTH1,XML_PATH_DEPTH2,XML_PATH_DEPTH3,XML_PATH_DEPTH4,XML_PATH_DEPTH5,XML_PATH_DEPTH6,XML_PATH_DEPTH7,XML_PATH_DEPTH8,XML_PATH_DEPTH9,XML_PATH_DEPTH10,XML_PATH_DEPTH11,XML_PATH_DEPTH12,XML_PATH_DEPTH13,XML_PATH_DEPTH14,XML_PATH_DEPTH15,PARENT_OBJECT_DEPTH1,PARENT_OBJECT_DEPTH2,PARENT_OBJECT_DEPTH3,PARENT_OBJECT_DEPTH4,PARENT_OBJECT_DEPTH5,PARENT_OBJECT_DEPTH6,PARENT_OBJECT_DEPTH7,PARENT_OBJECT_DEPTH8,PARENT_OBJECT_DEPTH9,PARENT_OBJECT_DEPTH10,WIDGET_NAME,CONTROLLER_NAME,EVENT_NAME,JS_PATH_DEPTH1,JS_PATH_DEPTH2,JS_PATH_DEPTH3,JS_PATH_DEPTH4,JS_PATH_DEPTH5,JS_PATH_DEPTH6,JS_PATH_DEPTH7,JS_PATH_DEPTH8,JS_PATH_DEPTH9,JS_PATH_DEPTH10,JS_PATH_DEPTH11,JS_PATH_DEPTH12,JS_PATH_DEPTH13,JS_PATH_DEPTH14,APPLICATION_NAME,SERVICEGROUP_NAME,SO_NAME,META,DEPTH 0,DEPTH 1,DEPTH 2,DEPTH 3,DEPTH 4,DEPTH 5,BO_NAME,METHOD_NAME,DOF_NAME,QUERY_NAME,QUERY,SCHEMA,TABLE,COLUMN,TOP_MATCHING,TOP_PO_MATCHING 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,DOC_ROWSEQ,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,COMPANY_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,DOC_DATE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,DOC_ORDER,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,DOC_MOVEDCOPIED,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,DOC_PARENT,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,EMPLOYEE_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,SITE_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,PROJECT_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,DOCTYPE_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocBO,insertDoc,DocDOF,DOCINSERT,"INSERT  INTO FS.DOC( DOC_ROWSEQ, COMPANY_CODE, DOC_DATE, DOC_ORDER, DOC_MOVEDCOPIED, DOC_PARENT, EMPLOYEE_CODE, SITE_CODE, PROJECT_CODE, DOCTYPE_CODE, LOCALTAX_CODE) VALUES ( (SELECT MAX(DOC_ROWSEQ)+1 FROM FS.DOC), :COMPANY_CODE, to_date(:DOC_DATE, 'YYYY-MM-DD'), (SELECT MAX(DOC_ORDER)+1 FROM FS.DOC WHERE DOC_DATE = to_date(12121010, 'YYYY-MM-DD') OR DOC_DATE = to_date(:DOC_DATE, 'YYYY-MM-DD') AND DOCTYPE_CODE = :DOCTYPE_CODE), :DOC_MOVEDCOPIED, :DOC_PARENT, :EMPLOYEE_CODE, :SITE_CODE, :PROJECT_CODE, :DOCTYPE_CODE, :LOCALTAX_CODE);",FS,DOC,LOCALTAX_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,DOCJOURNAL_ROWSEQ,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,DOCJOURNAL_DEBIT,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,DOCJOURNAL_CREDIT,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,DOCJOURNAL_ABSTRACT,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,ABSTRACT_ID,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,CLIENT_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,DOC_ROWSEQ,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,ACCOUNT_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocJournalBO,insertDocJournal,DocJournalDOF,DOCJOURNALINSERT,"INSERT  INTO FS.DOCJOURNAL( DOCJOURNAL_ROWSEQ, DOCJOURNAL_DEBIT, DOCJOURNAL_CREDIT, DOCJOURNAL_ABSTRACT, ABSTRACT_ID, CLIENT_CODE, DOC_ROWSEQ, ACCOUNT_CODE, DOCJOURNALTYPE_CODE ) VALUES ( (SELECT MAX(DOCJOURNAL_ROWSEQ)+1 FROM FS.DOCJOURNAL), :DOCJOURNAL_DEBIT, :DOCJOURNAL_CREDIT, :DOCJOURNAL_ABSTRACT, :ABSTRACT_ID, :CLIENT_CODE, :DOC_ROWSEQ, :ACCOUNT_CODE, :DOCJOURNALTYPE_CODE); ",FS,DOCJOURNAL,DOCJOURNALTYPE_CODE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocSalesBO,insertDocSales,DocSalesDOF,DOCSALESINSERT,"INSERT INTO FS.DOCSALES (DOC_ROWSEQ,  DOCSALES_PRODUCTNAME, DOCSALES_TOTALPRICE,  DOCSALES_TOTALVAT,  DOCSALES_TOTALAMOUNT,  DOCSALES_ELECTAX, DOCSALES_CLIENT, CLIENT_CODE, CLIENT_OCARD_CODE, DOCSALESTYPE_CODE,  VATNONDEDUCTIBLE_CODE,  DOCSALESJOURNAL_CODE,  DOCTYPE_CODE) VALUES (:DOC_ROWSEQ,  :DOCSALES_PRODUCTNAME,  :DOCSALES_TOTALPRICE,  :DOCSALES_TOTALVAT,  :DOCSALES_TOTALAMOUNT,  :DOCSALES_ELECTAX,  :DOCSALES_CLIENT, :CLIENT_CODE, :CLIENT_OCARD_CODE, :DOCSALESTYPE_CODE,  :VATNONDEDUCTIBLE_CODE,  :DOCSALESJOURNAL_CODE,  :DOCTYPE_CODE); ",FS,DOCSALES,DOC_ROWSEQ,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocSalesBO,insertDocSales,DocSalesDOF,DOCSALESINSERT,"INSERT INTO FS.DOCSALES (DOC_ROWSEQ,  DOCSALES_PRODUCTNAME, DOCSALES_TOTALPRICE,  DOCSALES_TOTALVAT,  DOCSALES_TOTALAMOUNT,  DOCSALES_ELECTAX, DOCSALES_CLIENT, CLIENT_CODE, CLIENT_OCARD_CODE, DOCSALESTYPE_CODE,  VATNONDEDUCTIBLE_CODE,  DOCSALESJOURNAL_CODE,  DOCTYPE_CODE) VALUES (:DOC_ROWSEQ,  :DOCSALES_PRODUCTNAME,  :DOCSALES_TOTALPRICE,  :DOCSALES_TOTALVAT,  :DOCSALES_TOTALAMOUNT,  :DOCSALES_ELECTAX,  :DOCSALES_CLIENT, :CLIENT_CODE, :CLIENT_OCARD_CODE, :DOCSALESTYPE_CODE,  :VATNONDEDUCTIBLE_CODE,  :DOCSALESJOURNAL_CODE,  :DOCTYPE_CODE); ",FS,DOCSALES,DOCSALES_PRODUCTNAME,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocSalesBO,insertDocSales,DocSalesDOF,DOCSALESINSERT,"INSERT INTO FS.DOCSALES (DOC_ROWSEQ,  DOCSALES_PRODUCTNAME, DOCSALES_TOTALPRICE,  DOCSALES_TOTALVAT,  DOCSALES_TOTALAMOUNT,  DOCSALES_ELECTAX, DOCSALES_CLIENT, CLIENT_CODE, CLIENT_OCARD_CODE, DOCSALESTYPE_CODE,  VATNONDEDUCTIBLE_CODE,  DOCSALESJOURNAL_CODE,  DOCTYPE_CODE) VALUES (:DOC_ROWSEQ,  :DOCSALES_PRODUCTNAME,  :DOCSALES_TOTALPRICE,  :DOCSALES_TOTALVAT,  :DOCSALES_TOTALAMOUNT,  :DOCSALES_ELECTAX,  :DOCSALES_CLIENT, :CLIENT_CODE, :CLIENT_OCARD_CODE, :DOCSALESTYPE_CODE,  :VATNONDEDUCTIBLE_CODE,  :DOCSALESJOURNAL_CODE,  :DOCTYPE_CODE); ",FS,DOCSALES,DOCSALES_TOTALPRICE,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS,CORE,SalesDocInsertSO,meta,com,tmax,document,salesdoc,so,,InsertDocSalesBO,insertDocSales,DocSalesDOF,DOCSALESINSERT,"INSERT INTO FS.DOCSALES (DOC_ROWSEQ,  DOCSALES_PRODUCTNAME, DOCSALES_TOTALPRICE,  DOCSALES_TOTALVAT,  DOCSALES_TOTALAMOUNT,  DOCSALES_ELECTAX, DOCSALES_CLIENT, CLIENT_CODE, CLIENT_OCARD_CODE, DOCSALESTYPE_CODE,  VATNONDEDUCTIBLE_CODE,  DOCSALESJOURNAL_CODE,  DOCTYPE_CODE) VALUES (:DOC_ROWSEQ,  :DOCSALES_PRODUCTNAME,  :DOCSALES_TOTALPRICE,  :DOCSALES_TOTALVAT,  :DOCSALES_TOTALAMOUNT,  :DOCSALES_ELECTAX,  :DOCSALES_CLIENT, :CLIENT_CODE, :CLIENT_OCARD_CODE, :DOCSALESTYPE_CODE,  :VATNONDEDUCTIBLE_CODE,  :DOCSALESJOURNAL_CODE,  :DOCTYPE_CODE); ",FS,DOCSALES,DOCSALES_TOTALVAT,N,N
